product_id,cmno,name,category_id,category,is_main,is_protein,price,calories,protein,fat,carb,sugar,sodium,n_servings,price_source
553,1038027,水果玉米(即食),4,生鮮蔬果沙拉,0,0,65,93.0,5.4,1.0,18.2,7.4,5.0,1,curated
555,1370085,水果玉米筍,4,生鮮蔬果沙拉,0,0,65,15.6,1.3,0.2,3.5,2.2,1.2,1,curated
556,0886407,特大冰4水果茶,8,現做飲料,0,0,50,333.0,0.0,0.0,0.0,81.0,0.0,1,curated
557,1147599,光泉一日快充綜合水果飲,17,一般飲料,0,0,56,129.6,1.4,0.0,31.0,25.6,220.0,2,curated
558,2970555,一日水果100%蘋果汁,17,一般飲料,0,0,28,112.0,0.0,0.0,28.0,24.0,24.0,1,curated
559,3121210,冰鎮水果茶,17,一般飲料,0,0,56,214.0,0.0,0.0,53.4,50.2,58.0,2,curated
560,0376537,綜合水果飽嘴軟糖,18,點心零食,0,0,125,110.0,2.0,0.0,26.0,25.5,20.0,5,curated
561,0446475,Poifull綜合水果軟糖,18,點心零食,0,0,25,188.7,2.7,0.2,44.0,29.2,6.9,1,curated
562,1199514,彩虹糖酸甜水果口味,18,點心零食,0,0,25,158.0,0.0,1.7,35.7,30.1,3.0,1,curated
563,1386983,義美生機水果黑巧克力片,18,點心零食,0,0,64,298.0,4.0,21.2,22.8,13.2,8.2,2,curated
564,1405339,蘋果醋綜合軟糖（水果風味）,18,點心零食,0,0,25,160.0,4.0,0.0,36.0,0.0,20.0,1,curated
565,1408755,彩虹軟糖混合水果口味,18,點心零食,0,0,125,495.0,5.0,0.0,119.0,95.0,18.5,5,curated
566,3710574,彩虹糖混合水果口味,18,點心零食,0,0,125,180.0,0.0,2.0,41.0,34.0,5.0,5,curated
567,3720703,黑嘉麗綜合水果糖果,18,點心零食,0,0,25,185.0,2.2,0.0,43.4,29.3,63.0,1,curated
568,3723088,普超條糖綜合水果味,18,點心零食,0,0,25,208.2,1.3,2.2,45.8,29.9,4.0,1,curated
569,3723397,哈瑞寶鈕扣Q軟糖爆酸水果風味,18,點心零食,0,0,25,148.8,2.6,0.0,34.6,20.7,4.0,1,curated
570,3723406,哈瑞寶鈕扣Q軟糖水果風味,18,點心零食,0,0,25,152.1,3.1,0.0,34.8,20.5,14.0,1,curated
571,3723638,酷Q彌軟糖(水果味),18,點心零食,0,0,25,177.0,3.5,0.0,40.8,28.9,4.0,1,curated
572,3734190,皮禮士貝思玩偶水果糖,18,點心零食,0,0,75,102.0,0.0,0.3,24.6,24.6,0.0,3,curated
573,0664491,莓果水果穀物圈,19,加工食品,0,0,45,60.8,1.4,1.0,12.0,5.3,0.9,1,curated
575,1189808,香蕉咖啡酷繽沙,8,現做飲料,0,0,50,328.0,0.0,0.0,0.0,50.0,0.0,1,curated
576,0094044,川味椒麻煎餃,15,冷凍食品,1,1,65,308.0,14.7,11.7,35.9,6.7,903.0,1,curated
577,0916406,桂冠-花枝餃,15,冷凍食品,1,1,130,154.0,12.8,3.8,17.4,4.4,706.0,2,curated
578,1234556,桂冠X這一鍋 鮮蝦蛋餃,15,冷凍食品,1,1,130,128.0,11.0,6.6,6.0,1.0,378.0,2,curated
579,1059645,金黃芝士熱狗,11,燒烤食品,0,1,45,220.0,10.9,17.5,4.6,1.6,478.0,1,curated
580,1059681,維也納雞肉熱狗,11,燒烤食品,0,1,45,187.0,11.3,13.3,5.7,1.7,428.0,1,curated
581,1059695,香辣雞肉熱狗,11,燒烤食品,0,1,45,193.0,10.9,13.1,7.9,4.2,553.0,1,curated
582,1059704,義式起司雞肉熱狗,11,燒烤食品,0,1,45,190.0,11.3,13.6,5.7,1.7,456.0,1,curated
583,0755975,經典歐式熱狗腸,19,加工食品,0,1,405,234.0,18.9,11.7,15.3,0.9,918.0,9,curated
584,2420350,蛋餅皮,15,冷凍食品,1,1,325,565.0,19.0,8.0,104.0,2.0,185.0,5,curated
