salePageId,title,price,suggestPrice,isSoldOut
11681067,【冷凍店取-享吃肉肉】特選紐西蘭肋眼牛排(100g±5%/包),89,159,False
7789721,【冷凍店取—廚鮮王】美國板腱牛肉片150g±10%/盒,125,249,False
11485513,【大成食品】冷凍去骨清腿(馬鞍包)(2.7kg/6包/組),859,950,False
11449000,【樂佳】京都照燒雞膝軟骨(500g±10%),119,169,False
10564576,【大成食品】羅勒風味去骨清腿(單包)(375g),165,199,False
11545867,【廚鮮王】台灣去骨帶皮雞腿丁(250g±10%/包),125,169,False
11429308,【超秦肉品】超秦肉品花椒無骨雞腿(400±20g)(效期至2026/07/27),149,179,False
11361707,【冷藏店取-黑橋牌】極上豚厚切火腿2包(100g/包),155,170,False
10964445,【大成食品】里肌肉(益活雞)(1盒x1),179,250,False
10356472,【大戶屋】醃醬雞腿排(200g),129,150,False
10087873,【享吃肉肉】美國沙朗牛培火烤片(250g±5%/包),149,319,False
9486983,【冷凍店取-享吃肉肉】美國特選五花牛肉片(150g±10%)(效期至2026/09/15),129,199,False
7915583,【冷凍店取－愛上吃肉】西班牙頂級霜降松阪豬(200g±10%),189,299,False
11651087,【屏榮食品】黑晶萬巒豬腳(不含大骨)(800g(固形物600g)*1)(效期至2026/09/11),599,599,False
11417823,【禧藏】澳洲和牛雪花燒肉片(100g±10%),88,100,False
11361677,【石二鍋】石二鍋丹麥上選豬肉片(200g/盒)(效期至2026/08/23),149,175,False
11282427,【巨廚】鹹豬肉(300g),159,159,False
10964446,【大成食品】清胸肉(益活雞)(1盒x1),179,250,False
10521762,【KKLIFE】KKLife塔香湖鹽舒肥雞胸肉(130g±10g/包， 3包/袋),195,250,False
10341113,【冷凍店取-禧藏】澳洲和牛霜降骰子牛(100gx1),105,130,False
8173720,【冷凍店取－勝崎生鮮】澳洲日本種極鮮嫩Ｍ９＋和牛(壽喜燒片２００±１０％公克／１盒),239,479,False
11417799,【禧藏】澳洲和牛菲力嫩煎排(100g±10%),80,100,False
10706666,【興哥】興哥手工香腸-蒜頭(300G±5%),245,288,False
10434564,【大成食品】法系紅牌鹿野土雞骨腿((單支切塊) 400gx1),289,369,False
9744087,【冷凍店取-享吃肉肉】日本A5和牛漢堡排(組合)(200g/盒；2入/盒),145,290,False
8173718,【冷凍店取－勝崎生鮮】美國ＣＡＢ安格斯雪花牛培肉片(２００±１０％公克／１盒),139,279,False
